,Position,Track Name,Artist,Streams,URL,TrackID,track_href,analysis_url,energy,liveness,tempo,speechiness,uri,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,type,id,mode
47,48,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,1150917,https://open.spotify.com/track/6lDo13SSgTv0WbyUQKgnjk,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
48,49,Lush Life,Zara Larsson,1111397,https://open.spotify.com/track/0r4SsYcwvd8URat6AS2m6f,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
49,50,Work,Rihanna,1064082,https://open.spotify.com/track/14WWzenpaEgQZlqPq2nk4v,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
50,51,Middle,DJ Snake,965596,https://open.spotify.com/track/4OZEu0Vwq0RB2LAq14v99n,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
51,52,Once In A While,Timeflies,962159,https://open.spotify.com/track/6cREm4bV7V79Yxdilx9HDo,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
52,53,7 Years,Lukas Graham,957560,https://open.spotify.com/track/5kqIPrATaCc2LqxVWzQGbk,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
53,54,Say It (feat. Tove Lo),Flume,919315,https://open.spotify.com/track/4sQMalN597HdggTu196aL0,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
54,55,LUV,Tory Lanez,909707,https://open.spotify.com/track/52wTKeWYVIAtSESw0haRB1,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
55,56,Fast Car - Radio Edit,Jonas Blue,902943,https://open.spotify.com/track/6OZh916QF8XNunWaP97WEZ,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
56,57,You & Me,Marc E. Bassy,895350,https://open.spotify.com/track/0qRZ9ydGdzeVk3S01pLGoJ,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
57,58,Purple Lamborghini (with Rick Ross),Skrillex,879831,https://open.spotify.com/track/6JyuJFedEvPmdWQW0PkbGJ,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
58,59,Toothbrush,DNCE,854560,https://open.spotify.com/track/38510fWvtOkrFjg2EDkJtT,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
59,60,You Don't Own Me,Grace,851061,https://open.spotify.com/track/6KI1ZpZWYAJLvmVhCJz65G,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
60,61,Love Yourself,Justin Bieber,829937,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
61,62,La Bicicleta,Carlos Vives,815266,https://open.spotify.com/track/43it4kot08akLzFIEMhXNN,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
62,63,Body Say,Demi Lovato,807082,https://open.spotify.com/track/7xrA11O07xo57Bbg6p4hck,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
63,64,Alarm,Anne-Marie,801946,https://open.spotify.com/track/0OwX5aROoW1Iip8FV51Efg,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
64,65,Sorry,Justin Bieber,768809,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
65,66,"Me, Myself & I",G-Eazy,721997,https://open.spotify.com/track/40YcuQysJ0KlGQTeGUosTC,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
66,67,Ain't Your Mama,Jennifer Lopez,719346,https://open.spotify.com/track/2hgzdQdnfWwtdpZbhZlV72,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
67,68,Tiimmy Turner,Desiigner,690068,https://open.spotify.com/track/3NJG6vMH1ZsectZkocMEm0,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
68,69,Roses,The Chainsmokers,680741,https://open.spotify.com/track/3vv9phIu6Y1vX3jcqaGz5Z,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
69,70,Gangsta,Kehlani,670647,https://open.spotify.com/track/1W7zkKgRv9mrLbfdQ8XyH3,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
70,71,Hurts So Good,Astrid S,656958,https://open.spotify.com/track/60lwJa695S26FsYbhCVFVa,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
71,72,Sing Me to Sleep,Alan Walker,656545,https://open.spotify.com/track/6UcTHiP25meOD9ox8Rspgx,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
72,73,Mama Said,Lukas Graham,655938,https://open.spotify.com/track/5ArQzSBevAdXTxRY6Ulhbq,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
73,74,For Free,DJ Khaled,651119,https://open.spotify.com/track/5TqBAOIBe0bQA0spNdcG3k,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
74,75,Photograph,Ed Sheeran,630274,https://open.spotify.com/track/1HNkqx9Ahdgi1Ixy2xkKkL,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
75,76,Lean On (feat. MØ & DJ Snake),Major Lazer,624509,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
76,77,Chill Bill,Rob $tone,613503,https://open.spotify.com/track/5uDASfU19gDxSjW8cnCaBp,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
77,78,Make Me... (feat. G-Eazy),Britney Spears,609543,https://open.spotify.com/track/0YSJCrlSWF3meRTNCu54WI,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
78,79,Bonfire,Felix Jaehn,605155,https://open.spotify.com/track/5hz9DEkahyWoTs3rxJOTtw,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
79,80,Hotline Bling,Drake,598869,https://open.spotify.com/track/2FBUoWkIuQXwayw2RNo5l6,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
80,81,False Alarm,Matoma,584957,https://open.spotify.com/track/7gZQfdEQpmwAoPHSbEHzms,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
81,82,Don't Be So Shy - Filatov & Karas Remix,Imany,583843,https://open.spotify.com/track/5Sod5qQTp8Nj4n5dTjttQG,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
82,83,Low Life,Future,583094,https://open.spotify.com/track/7EiZI6JVHllARrX9PUvAdX,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
83,84,Me Too,Meghan Trainor,569393,https://open.spotify.com/track/1m4dXbkplvaOO4Wbdjbwxs,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
84,85,Hello,Adele,554401,https://open.spotify.com/track/4sPmO7WMQUAf45kwMOtONw,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
85,86,"Sit Still, Look Pretty",Daya,554067,https://open.spotify.com/track/1sSNWjLtY4GwyhqAwAnPD9,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
86,87,What Do You Mean?,Justin Bieber,553754,https://open.spotify.com/track/3pzjHKrQSvXGHQ98dx18HI,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
87,88,Kids,OneRepublic,553493,https://open.spotify.com/track/1FMLd0ANP4dWhyTORMy298,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
88,89,PILLOWTALK,ZAYN,551546,https://open.spotify.com/track/0PDUDa38GO8lMxLCRc4lL1,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
89,90,Cheap Thrills,Sia,550269,https://open.spotify.com/track/378iszndTZAR4dH8kwsLC6,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
90,91,Stitches,Shawn Mendes,549694,https://open.spotify.com/track/1WP1r7fuvRqZRnUaTi2I1Q,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
91,92,Without Me,Eminem,549539,https://open.spotify.com/track/5pBvNeOAJ54zgd5lEOmM3b,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
92,93,Pop Style,Drake,548127,https://open.spotify.com/track/334S9SWZMjyRDN0wrHw7wk,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
93,94,Jumpman,Drake,546330,https://open.spotify.com/track/27GmP9AWRs744SzKcpJsTZ,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
94,95,Scars To Your Beautiful,Alessia Cara,543140,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
95,96,Close,Nick Jonas,542281,https://open.spotify.com/track/3lSDIJ2abCrOdDJ6pshUap,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
96,97,Bobo,J Balvin,540613,https://open.spotify.com/track/7AtlMCIauSQZqiXSlbBPW6,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
97,98,Hymn For The Weekend,Coldplay,529638,https://open.spotify.com/track/3RiPr603aXAoi4GHyXx0uy,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
98,99,Sofia,Alvaro Soler,521457,https://open.spotify.com/track/1VoHrSS3QQ6TbpabLrFiYb,3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/tracks/3Iyzdie1LZW22Z9S2hIvHl,https://api.spotify.com/v1/audio-analysis/3Iyzdie1LZW22Z9S2hIvHl,0.655,0.224,118.673,0.0496,spotify:track:3Iyzdie1LZW22Z9S2hIvHl,0.00091,0,4,0.676,2,198480,-5.705,0.382,audio_features,3Iyzdie1LZW22Z9S2hIvHl,0
