Position,"Track Name",Artist,Streams,URL
86,"Sit Still, Look Pretty",Daya,554067,https://open.spotify.com/track/1sSNWjLtY4GwyhqAwAnPD9
87,"What Do You Mean?","Justin Bieber",553754,https://open.spotify.com/track/3pzjHKrQSvXGHQ98dx18HI
88,Kids,OneRepublic,553493,https://open.spotify.com/track/1FMLd0ANP4dWhyTORMy298
89,PILLOWTALK,ZAYN,551546,https://open.spotify.com/track/0PDUDa38GO8lMxLCRc4lL1
90,"Cheap Thrills",Sia,550269,https://open.spotify.com/track/378iszndTZAR4dH8kwsLC6
91,Stitches,"Shawn Mendes",549694,https://open.spotify.com/track/1WP1r7fuvRqZRnUaTi2I1Q
92,"Without Me",Eminem,549539,https://open.spotify.com/track/5pBvNeOAJ54zgd5lEOmM3b
93,"Pop Style",Drake,548127,https://open.spotify.com/track/334S9SWZMjyRDN0wrHw7wk
94,Jumpman,Drake,546330,https://open.spotify.com/track/27GmP9AWRs744SzKcpJsTZ
95,"Scars To Your Beautiful","Alessia Cara",543140,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK
96,Close,"Nick Jonas",542281,https://open.spotify.com/track/3lSDIJ2abCrOdDJ6pshUap
97,Bobo,"J Balvin",540613,https://open.spotify.com/track/7AtlMCIauSQZqiXSlbBPW6
98,"Hymn For The Weekend",Coldplay,529638,https://open.spotify.com/track/3RiPr603aXAoi4GHyXx0uy
99,Sofia,"Alvaro Soler",521457,https://open.spotify.com/track/1VoHrSS3QQ6TbpabLrFiYb
100,"Tears (feat. Louisa Johnson)","Clean Bandit",520792,https://open.spotify.com/track/7py16W5fWYLFFS6BElKAjn
101,"Thinking Out Loud","Ed Sheeran",505551,https://open.spotify.com/track/34gCuhDGsG4bRPIf9bb02f
102,Famous,"Kanye West",492002,https://open.spotify.com/track/04mf1OkXHZ6TPBNM9sBcSm
103,"Hotter Than Hell","Dua Lipa",488894,https://open.spotify.com/track/1z5jOmNswvnzjC5gFLu5Dv
104,"My House","Flo Rida",487177,https://open.spotify.com/track/6Knv6wdA0luoMUuuoYi2i1
105,"Let It Go","James Bay",475129,https://open.spotify.com/track/13HVjjWUZFaWilh2QUJKsP
106,"Dangerous Woman","Ariana Grande",471283,https://open.spotify.com/track/2h1IPjP471JJRSShTHRUhi
107,"Come and See Me (feat. Drake)",PARTYNEXTDOOR,470097,https://open.spotify.com/track/1wZqJM5FGDEl3FjHDxDyQd
108,"Never Forget You","Zara Larsson",469546,https://open.spotify.com/track/6WLS56xiRrXjSm9RSdL3zD
109,Stay,Kygo,463705,https://open.spotify.com/track/2FiSTH0GYpIioUgjfzMIja
110,Cruel,Snakehips,463023,https://open.spotify.com/track/0B2RttXEiyXsMeQ7mMP3EI
111,"Can't Feel My Face","The Weeknd",460902,https://open.spotify.com/track/6RsWqX8zABZLhZydXxEFOm
112,"Andas En Mi Cabeza","Chino & Nacho",454707,https://open.spotify.com/track/5mey7CLLuFToM2P68Qu1gF
113,"Bailar - Radio Edit",Deorro,451676,https://open.spotify.com/track/45sGyAtAxD6efaN0bJAFgh
114,Rise,"Katy Perry",450257,https://open.spotify.com/track/1Ui3r0Ih8F2MroiCWreCYi
115,"Hasta el Amanecer","Nicky Jam",447720,https://open.spotify.com/track/4wFHfY9IILHLNwakPuFogD
116,"Adventure Of A Lifetime",Coldplay,427236,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M
117,"Sugar (feat. Francesco Yates)","Robin Schulz",425944,https://open.spotify.com/track/5tf1VVWniHgryyumXyJM7w
118,"Otra Vez (feat. J Balvin)","Zion & Lennox",425925,https://open.spotify.com/track/7pk3EpFtmsOdj8iUhjmeCM
119,Sugar,"Maroon 5",422194,https://open.spotify.com/track/2iuZJX9X9P0GKaE93xcPjk
120,"Shaky Shaky","Daddy Yankee",412706,https://open.spotify.com/track/58IL315gMSTD37DOZPJ2hf
121,"Borro Cassette",Maluma,405220,https://open.spotify.com/track/6DUdDIRgLqCGq1DwkNWQTN
122,"When We Were Young",Adele,402452,https://open.spotify.com/track/7IWkJwX9C0J7tHurTD7ViL
123,"Good Grief",Bastille,399791,https://open.spotify.com/track/7n9bPHZvl5UvmLPhNjUH1C
124,Chandelier,Sia,399754,https://open.spotify.com/track/4VrWlk8IQxevMvERoX08iC
125,Don't,"Bryson Tiller",398760,https://open.spotify.com/track/3pXF1nA74528Edde4of9CC
126,"Lost Boy","Ruth B",397534,https://open.spotify.com/track/4h0zU3O9R5xzuTmNO7dNDU
127,"The Hills","The Weeknd",397036,https://open.spotify.com/track/25khomWgBVamSdKw7hzm3l
128,"Money Longer","Lil Uzi Vert",396720,https://open.spotify.com/track/0B8QzDH7YWih85V5SEMnyJ
129,"No Problem (feat. Lil Wayne & 2 Chainz)","Chance The Rapper",396195,https://open.spotify.com/track/0v9Wz8o0BT8DU38R4ddjeH
130,"Uptown Funk","Mark Ronson",392542,https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS
131,"Lose Yourself - Soundtrack Version",Eminem,390289,https://open.spotify.com/track/7w9bgPAmPTtrkt2v16QWvQ
132,Aloha,Møme,389987,https://open.spotify.com/track/2UMZjhZWNxZezcZiZvyvsZ
133,Champions,"Kanye West",383459,https://open.spotify.com/track/2nBI3iWLhupR7LyAJ5GGkE
134,"Hands To Myself","Selena Gomez",376699,https://open.spotify.com/track/3CJvmtWw2bJsudbAC5uCQk
135,"No Role Modelz","J. Cole",375494,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
136,Wicked,Future,372130,https://open.spotify.com/track/6BbINUfGabVyiNFJpQXn3x
137,"Dancing On My Own","Calum Scott",371696,https://open.spotify.com/track/02WacdrRpm4zlP8H7X6bnQ
138,"X (feat. Future)","21 Savage",371598,https://open.spotify.com/track/6fwdbPMwP1zVStm8FybmkO
139,"Desde Esa Noche",Thalía,371421,https://open.spotify.com/track/1pWYnQIlqxTh5bxuPmTG4E
140,"How Deep Is Your Love","Calvin Harris",366255,https://open.spotify.com/track/22mek4IiqubGD9ctzxc69s
141,Sexual,NEIKED,365829,https://open.spotify.com/track/24n5tZm9XnaoNAkcW5NC5B
142,"Father Stretch My Hands Pt. 1","Kanye West",365255,https://open.spotify.com/track/6QO46cJfmFvvCKUgauKOKS
143,"See You Again (feat. Charlie Puth) - From ""Furious 7""","Wiz Khalifa",363627,https://open.spotify.com/track/66CFbqJScx6zRieGllITcs
144,Company,"Justin Bieber",363596,https://open.spotify.com/track/09mhA1SJjMHniZPF4Hcihn
145,YOUTH,"Troye Sivan",362097,https://open.spotify.com/track/68fXn0TVggt7Gr0sPbBuI5
146,"Cheerleader - Felix Jaehn Remix Radio Edit",OMI,361745,https://open.spotify.com/track/7vFoFDWqTX0mHzLfrF1Cfy
147,"One Call Away","Charlie Puth",360486,https://open.spotify.com/track/37R0bQOQj5a7DOqh1TGzvB
148,"Where Are Ü Now (with Justin Bieber)","Jack Ü",358200,https://open.spotify.com/track/66hayvUbTotekKU3H4ta1f
149,"Bang My Head (feat. Sia & Fetty Wap)","David Guetta",354836,https://open.spotify.com/track/53Y0kdCa1CZ9gRqEuknfwy
150,"Is This Love - Remix","Bob Marley & The Wailers",353805,https://open.spotify.com/track/1w5sLDYzYAGI0AkLc6FPlO
151,"Ya Me Enteré - Urban Version",Reik,353050,https://open.spotify.com/track/2SSYqDX8KTgy01NlqtUo0F
152,"Girls Like (feat. Zara Larsson)","Tinie Tempah",352435,https://open.spotify.com/track/0rHVd8h0cFwgLgPFem6S60
153,"Rolling in the Deep",Adele,348720,https://open.spotify.com/track/1CkvWZme3pRgbzaxZnTl5X
154,H.O.L.Y.,"Florida Georgia Line",346542,https://open.spotify.com/track/19PJf5HzeiVW0mdk82Swmn
155,"Pick Up the Phone","Young Thug",345925,https://open.spotify.com/track/4GXl8l1MfZPf2GvpyRPJBf
156,Exchange,"Bryson Tiller",345846,https://open.spotify.com/track/43PuMrRfbyyuz4QpZ3oAwN
157,"Wild Things","Alessia Cara",345103,https://open.spotify.com/track/2ZyuwVvV6Z3XJaXIFbspeE
158,Spirits,"The Strumbellas",340798,https://open.spotify.com/track/5rjP15JGMxW6zdPD7nIfbI
159,NO,"Meghan Trainor",339533,https://open.spotify.com/track/3ge54HUrk1ht3EX5SMhIzZ
160,"Trap Queen","Fetty Wap",339514,https://open.spotify.com/track/2d8JP84HNLKhmd6IYOoupQ
161,"Bohemian Rhapsody - Remastered 2011",Queen,339373,https://open.spotify.com/track/1AhDOtG9vPSOmsWgNW0BEY
162,"'Till I Collapse",Eminem,339227,https://open.spotify.com/track/6yr8GiTHWvFfi4o6Q5ebdT
163,"All of Me","John Legend",338465,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
164,"Let Her Go",Passenger,338365,https://open.spotify.com/track/7DFNE7NO0raLIUbgzY2rzm
165,oui,Jeremih,337062,https://open.spotify.com/track/0PJIbOdMs3bd5AT8liULMQ
166,"Take Me To Church",Hozier,334471,https://open.spotify.com/track/7dS5EaCoMnN7DzlpT6aRn2
167,"Golden Light - feat. 6AM",Madden,331363,https://open.spotify.com/track/3T8j0WDSw7G98rNLAe2M2X
168,Radioactive,"Imagine Dragons",329265,https://open.spotify.com/track/6Ep6BzIOB9tz3P4sWqiiAB
169,Ophelia,"The Lumineers",329006,https://open.spotify.com/track/7bTwYGhBdSQ8vuXc76Xint
170,"Bohemian Rhapsody","Panic! At The Disco",328533,https://open.spotify.com/track/2YSbHu9XF4bNYWt3MnIhgE
171,"El Perdedor",Maluma,327864,https://open.spotify.com/track/1iEwyiSLAunPR6uouANE0O
172,"Heatwave (feat. Akon)","Robin Schulz",327575,https://open.spotify.com/track/2KMJ5CoxY4ECG9TZyNWmpv
173,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,327178,https://open.spotify.com/track/7K5dzhGda2vRTaAWYI3hrb
174,"Really Really","Kevin Gates",325705,https://open.spotify.com/track/10I3CmmwT0BkOVhduDy53o
175,"Ni**as In Paris","JAY Z",324551,https://open.spotify.com/track/4Li2WHPkuyCdtmokzW2007
176,"THat Part","ScHoolboy Q",318572,https://open.spotify.com/track/2yJ9GVCLMmzBBfQAnfzlwr
177,"I Got the Keys","DJ Khaled",318183,https://open.spotify.com/track/2eqUZAVXjK61mZqLl4LKJJ
178,"Want to Want Me","Jason Derulo",317622,https://open.spotify.com/track/7oGZAicScQt96OAW4AruYy
179,Riptide,"Vance Joy",315406,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
180,"All The Way Up","Fat Joe",315039,https://open.spotify.com/track/61QSuw5VlC0LTS8WMO356g
181,Picky,"Joey Montana",312720,https://open.spotify.com/track/0ZogPPD0uFaPXVhlZJOtSK
182,"Stay With Me","Sam Smith",312064,https://open.spotify.com/track/7IHOIqZUUInxjVkko181PB
183,"Childs Play",Drake,308797,https://open.spotify.com/track/0k9RIzZtAo4DTQu0ZM6lNZ
184,"Not Nice",PARTYNEXTDOOR,308153,https://open.spotify.com/track/4STaHtfguDMkWbPEo6Fwcx
185,Raging,Kygo,304346,https://open.spotify.com/track/2Vhd5uZB4brKHmM0MNxkZo
186,"El Perdón","Nicky Jam",304333,https://open.spotify.com/track/4Ld3RS6KBXGsvtfmnjxlVl
187,"Counting Stars",OneRepublic,304227,https://open.spotify.com/track/1QzFhzIOW7CyRJLpmq5CM0
188,"If It Ain't Love","Jason Derulo",303944,https://open.spotify.com/track/5YHR8wBR5jXfGtP766NiAT
189,"You Was Right","Lil Uzi Vert",303302,https://open.spotify.com/track/2ANLarE8yHVsLWW21nj79M
190,"Sex With Me",Rihanna,303114,https://open.spotify.com/track/6WAxKNbZoGNzQTIvdMqkFs
191,"Still Here",Drake,301693,https://open.spotify.com/track/4YJmZfvlheSziXem8HBWrj
192,"Mr. Brightside","The Killers",301126,https://open.spotify.com/track/7oK9VyNzrYvRFo7nQEYkWN
193,"The Scientist",Coldplay,300327,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle
194,"With You",Drake,300220,https://open.spotify.com/track/5PMNu7kMZ4msbxiKnDTOt0
195,"Runaway (U & I)",Galantis,299942,https://open.spotify.com/track/46lFttIf5hnUZMGvjK0Wxo
196,"Rap God",Eminem,299449,https://open.spotify.com/track/6sDQ4uiWw9OdVrCXFLSlZt
197,"679 (feat. Remy Boyz)","Fetty Wap",298651,https://open.spotify.com/track/5NQbUaeTEOGdD6hHcre0dZ
198,"MY PYT",Wale,298147,https://open.spotify.com/track/4jK1VQQGDnNOLfyVXCxGsR
199,"Dark Necessities","Red Hot Chili Peppers",297581,https://open.spotify.com/track/2oaK4JLVnmRGIO9ytBE1bt
200,"You Don't Know Love","Olly Murs",296452,https://open.spotify.com/track/3Iyzdie1LZW22Z9S2hIvHl
